sample	country	region	source	date	iso_year	iso_week_nr	iso_week	ST	note	nomenclature_code_2023-03-28	MST-4x1.0	MST-7x1.0	MST-15x1.0	pct_called	QUAL_called
sample_0489	C	B3	clinical	2011-01-21	2011	3	2011W03	2	not_real_data_test_only	C30-S122-S202-C	singleton_202	singleton_122	singleton_9	0.9822654462242564	PASS
sample_0490	A	A4	clinical	2011-01-13	2011	2	2011W02	388	not_real_data_test_only	C16-C65-C82-A	cluster_82	cluster_65	cluster_47	0.9954233409610984	PASS
sample_0491	B	B4	clinical	2011-10-01	2011	39	2011W39	219	not_real_data_test_only	C25-S322-S402-B	singleton_402	singleton_322	singleton_209	0.9959954233409613	PASS
sample_0492	A	A5	clinical	2011-01-01	2010	52	2010W52	87	not_real_data_test_only	C14-S94-S174-A	singleton_174	singleton_94	cluster_100	0.9954233409610984	PASS
sample_0493	C	B4	clinical	2011-01-01	2010	52	2010W52	1	not_real_data_test_only	C35-S19-S95-C	singleton_95	singleton_19	cluster_75	0.9845537757437072	PASS
sample_0494	B	B5	clinical	2010-12-20	2010	51	2010W51	1	not_real_data_test_only	C35-S116-S196-B	singleton_196	singleton_116	singleton_8	0.9942791762013728	PASS
sample_0495	C	B5	clinical	2010-11-29	2010	48	2010W48	382	not_real_data_test_only	C13-S223-S303-C	singleton_303	singleton_223	singleton_109	0.9959954233409613	PASS
sample_0496	A	A6	clinical	2010-11-27	2010	47	2010W47	2	not_real_data_test_only	C30-C33-C42-A	cluster_42	cluster_33	cluster_22	0.9959954233409613	PASS
sample_0497	B	B6	clinical	2010-11-21	2010	46	2010W46	388	not_real_data_test_only	C16-C65-C82-B	cluster_82	cluster_65	cluster_47	0.9959954233409613	PASS
sample_0498	C	B6	clinical	2010-11-20	2010	46	2010W46	388	not_real_data_test_only	C16-C65-C82-C	cluster_82	cluster_65	cluster_47	0.9914187643020596	PASS
sample_0499	A	A7	clinical	2010-11-15	2010	46	2010W46	1	not_real_data_test_only	C35-C79-C97-A	cluster_97	cluster_79	cluster_84	0.990274599542334	PASS
sample_0500	B	B7	clinical	2010-05-11	2010	19	2010W19	1	not_real_data_test_only	C35-C81-C40-B	cluster_40	cluster_81	cluster_84	0.9954233409610984	PASS
sample_0501	C	B7	clinical	2010-10-28	2010	43	2010W43	388	not_real_data_test_only	C16-C65-C82-C	cluster_82	cluster_65	cluster_47	0.9937070938215103	PASS
sample_0502	A	A8	clinical	2010-02-10	2010	6	2010W06	5	not_real_data_test_only	C18-S268-S348-A	singleton_348	singleton_268	singleton_155	0.9965675057208238	PASS
sample_0503	B		clinical	2010-09-24	2010	38	2010W38	388	not_real_data_test_only	C16-C65-C82-B	cluster_82	cluster_65	cluster_47	0.9959954233409613	PASS
sample_0504	C		clinical	2010-09-23	2010	38	2010W38	388	not_real_data_test_only	C16-C65-C82-C	cluster_82	cluster_65	cluster_47	0.9965675057208238	PASS
sample_0505	A	A9	clinical	2010-08-09	2010	32	2010W32	1	not_real_data_test_only	C35-S4-S78-A	singleton_78	singleton_4	cluster_102	0.9874141876430206	PASS
sample_0506	B	B1	clinical	2010-08-09	2010	32	2010W32	7	not_real_data_test_only	C29-S110-S190-B	singleton_190	singleton_110	singleton_2	0.9965675057208238	PASS
sample_0507	C	B1	food	2010-03-09	2010	10	2010W10	1	not_real_data_test_only	C35-C4-C7-C	cluster_7	cluster_4	cluster_3	0.9845537757437072	PASS
sample_0508	A		clinical	2010-08-15	2010	32	2010W32	2	not_real_data_test_only	C30-C33-C42-A	cluster_42	cluster_33	cluster_22	0.990274599542334	PASS
sample_0509	B	B2	clinical	2010-08-13	2010	32	2010W32	388	not_real_data_test_only	C16-S281-S361-B	singleton_361	singleton_281	singleton_168	0.9942791762013728	PASS
sample_0510	A	A1	clinical	2010-07-29	2010	30	2010W30	1	not_real_data_test_only	C35-C4-C7-A	cluster_7	cluster_4	cluster_3	0.9959954233409613	PASS
sample_0511	C	B2	clinical	2010-07-29	2010	30	2010W30	8	not_real_data_test_only	C21-S30-S106-C	singleton_106	singleton_30	cluster_103	0.9937070938215103	PASS
sample_0512	B	B3	clinical	2010-09-07	2010	36	2010W36	388	not_real_data_test_only	C16-C65-C82-B	cluster_82	cluster_65	cluster_47	0.9942791762013728	PASS
sample_0513	C	B3	clinical	2010-06-07	2010	23	2010W23	1	not_real_data_test_only	C35-S12-S88-C	singleton_88	singleton_12	cluster_105	0.9954233409610984	PASS
sample_0514	A	A2	clinical	2010-06-25	2010	25	2010W25	736	not_real_data_test_only	C10-S59-S137-A	singleton_137	singleton_59	cluster_86	0.9977116704805492	PASS
sample_0515	B	B4	clinical	2010-06-23	2010	25	2010W25	1	not_real_data_test_only	C35-C4-C7-B	cluster_7	cluster_4	cluster_3	0.9959954233409613	PASS
sample_0516	C	B4	clinical	2010-06-18	2010	24	2010W24	1	not_real_data_test_only	C35-C81-C40-C	cluster_40	cluster_81	cluster_84	0.9925629290617848	PASS
sample_0517	A	A3	clinical	2010-12-06	2010	49	2010W49	2	not_real_data_test_only	C30-C73-C90-A	cluster_90	cluster_73	cluster_54	0.9959954233409613	PASS
sample_0518	B	B5	clinical	2010-11-06	2010	44	2010W44	388	not_real_data_test_only	C16-C65-C82-B	cluster_82	cluster_65	cluster_47	0.9965675057208238	PASS
sample_0519	C	B5	clinical	2010-09-06	2010	36	2010W36	388	not_real_data_test_only	C16-C65-C82-C	cluster_82	cluster_65	cluster_47	0.9965675057208238	PASS
sample_0520	A	A4	clinical	2010-06-06	2010	22	2010W22	388	not_real_data_test_only	C16-C65-C82-A	cluster_82	cluster_65	cluster_47	0.9959954233409613	PASS
sample_0521	B	B6	clinical	2010-05-31	2010	22	2010W22	388	not_real_data_test_only	C16-S98-S178-B	singleton_178	singleton_98	cluster_96	0.9845537757437072	PASS
sample_0522	C	B6	clinical	2010-05-30	2010	21	2010W21	2	not_real_data_test_only	C30-C85-S13-C	singleton_13	cluster_85	cluster_61	0.9937070938215103	PASS
sample_0523	A	A5	clinical	2010-05-19	2010	20	2010W20	388	not_real_data_test_only	C16-C65-C82-A	cluster_82	cluster_65	cluster_47	0.9931350114416476	PASS
sample_0524	B	B7	clinical	2010-05-17	2010	20	2010W20	6	not_real_data_test_only	C24-S48-S126-B	singleton_126	singleton_48	cluster_107	0.9965675057208238	PASS
sample_0525	C	B7	clinical	2010-06-05	2010	22	2010W22	388	not_real_data_test_only	C16-C65-C82-C	cluster_82	cluster_65	cluster_47	0.9965675057208238	PASS
sample_0526	A	A6	clinical	2010-04-05	2010	14	2010W14	388	not_real_data_test_only	C16-C65-C82-A	cluster_82	cluster_65	cluster_47	0.9965675057208238	PASS
sample_0527	B		clinical	2010-04-27	2010	17	2010W17	388	not_real_data_test_only	C16-C65-C82-B	cluster_82	cluster_65	cluster_47	0.9874141876430206	PASS
sample_0528	C		clinical	2010-04-15	2010	15	2010W15	388	not_real_data_test_only	C16-C65-C82-C	cluster_82	cluster_65	cluster_47	0.9954233409610984	PASS
sample_0529	A	A7	clinical	2010-07-04	2010	26	2010W26	388	not_real_data_test_only	C16-C65-C82-A	cluster_82	cluster_65	cluster_47	0.9965675057208238	PASS
sample_0530	B	B1	clinical	2010-01-04	2010	1	2010W01	388	not_real_data_test_only	C16-C65-C82-B	cluster_82	cluster_65	cluster_47	0.9925629290617848	PASS
sample_0531	C	B1	clinical	2010-02-22	2010	8	2010W08	87	not_real_data_test_only	C14-C106-C3-C	cluster_3	cluster_106	cluster_100	0.9954233409610984	PASS
sample_0532	A	A8	clinical	2010-02-16	2010	7	2010W07	388	not_real_data_test_only	C16-C65-C82-A	cluster_82	cluster_65	cluster_47	0.9925629290617848	PASS
sample_0533	B	B2	clinical	2010-03-02	2010	9	2010W09	217	not_real_data_test_only	C28-C127-C122-B	cluster_122	cluster_127	cluster_114	0.9965675057208238	PASS
sample_0534	A	A9	clinical	2010-01-02	2009	53	2009W53	388	not_real_data_test_only	C16-C65-C82-A	cluster_82	cluster_65	cluster_47	0.9965675057208238	PASS
sample_0535	C	B2	clinical	2010-01-02	2009	53	2009W53	388	not_real_data_test_only	C16-C65-C82-C	cluster_82	cluster_65	cluster_47	0.9965675057208238	PASS
sample_0536	B	B3	clinical	2010-01-30	2010	4	2010W04	1	not_real_data_test_only	C35-S115-S195-B	singleton_195	singleton_115	singleton_7	0.9954233409610984	PASS
sample_0537	C	B3	clinical	2010-01-28	2010	4	2010W04	217	not_real_data_test_only	C28-C127-C122-C	cluster_122	cluster_127	cluster_114	0.9965675057208238	PASS
sample_0538	A		clinical	2010-01-27	2010	4	2010W04	87	not_real_data_test_only	C14-C110-C108-A	cluster_108	cluster_110	cluster_100	0.9959954233409613	PASS
sample_0539	B	B4	clinical	2010-01-27	2010	4	2010W04	87	not_real_data_test_only	C14-C110-C108-B	cluster_108	cluster_110	cluster_100	0.9959954233409613	PASS
sample_0540	C	B4	clinical	2010-01-25	2010	4	2010W04	3	not_real_data_test_only	C32-S151-S231-C	singleton_231	singleton_151	singleton_38	0.9959954233409613	PASS
sample_0541	A	A1	clinical	2010-01-18	2010	3	2010W03	388	not_real_data_test_only	C16-C65-C82-A	cluster_82	cluster_65	cluster_47	0.9948512585812356	PASS
sample_0542	B	B5	clinical	2010-01-17	2010	2	2010W02	388	not_real_data_test_only	C16-C65-C82-B	cluster_82	cluster_65	cluster_47	0.9965675057208238	PASS
sample_0543	C	B5	clinical	2010-12-01	2010	48	2010W48	388	not_real_data_test_only	C16-C65-C82-C	cluster_82	cluster_65	cluster_47	0.9965675057208238	PASS
sample_0544	A	A2	clinical	2010-11-01	2010	44	2010W44	388	not_real_data_test_only	C16-C65-C82-A	cluster_82	cluster_65	cluster_47	0.9965675057208238	PASS
sample_0545	B	B6	clinical	2010-04-01	2010	13	2010W13	388	not_real_data_test_only	C16-C65-C82-B	cluster_82	cluster_65	cluster_47	0.9919908466819222	PASS
sample_0546	C	B6	clinical	2010-03-01	2010	9	2010W09	1	not_real_data_test_only	C35-S252-S332-C	singleton_332	singleton_252	singleton_138	0.9959954233409613	PASS
sample_0547	A	A3	clinical	2010-01-01	2009	53	2009W53	1	not_real_data_test_only	C35-S305-S385-A	singleton_385	singleton_305	singleton_192	0.9948512585812356	PASS
sample_0548	A	A4	clinical	2009-12-13	2009	50	2009W50	1	not_real_data_test_only	C35-C4-C7-A	cluster_7	cluster_4	cluster_3	0.9959954233409613	PASS
sample_0549	B	B7	clinical	2009-12-13	2009	50	2009W50	101	not_real_data_test_only	C36-C128-C123-B	cluster_123	cluster_128	cluster_115	0.998283752860412	PASS
sample_0550	C	B7	clinical	2009-12-13	2009	50	2009W50	1	not_real_data_test_only	C35-C4-C7-C	cluster_7	cluster_4	cluster_3	0.9954233409610984	PASS
sample_0551	B		clinical	2009-01-07	2009	2	2009W02	1	not_real_data_test_only	C35-S208-S288-B	singleton_288	singleton_208	singleton_94	0.9948512585812356	PASS
sample_0552	C		clinical	2009-06-29	2009	27	2009W27	736	not_real_data_test_only	C10-S222-S302-C	singleton_302	singleton_222	singleton_108	0.9965675057208238	PASS
sample_0553	A	A5	clinical	2009-05-26	2009	22	2009W22	3	not_real_data_test_only	C32-S134-S214-A	singleton_214	singleton_134	singleton_21	0.9954233409610984	PASS
sample_0554	B	B1	clinical	2009-05-18	2009	21	2009W21	217	not_real_data_test_only	C28-S132-S212-B	singleton_212	singleton_132	singleton_19	0.9856979405034324	PASS
sample_0555	C	B1	clinical	2009-09-04	2009	36	2009W36	7	not_real_data_test_only	C29-S5-S81-C	singleton_81	singleton_5	cluster_57	0.9965675057208238	PASS
sample_0556	A	A6	clinical	2009-03-22	2009	12	2009W12	1	not_real_data_test_only	C35-C81-C40-A	cluster_40	cluster_81	cluster_84	0.9959954233409613	PASS
sample_0557	B	B2	clinical	2009-02-25	2009	9	2009W09	87	not_real_data_test_only	C14-S96-S176-B	singleton_176	singleton_96	cluster_100	0.990274599542334	PASS
sample_0558	A	A7	clinical	2009-09-02	2009	36	2009W36	3	not_real_data_test_only	C32-C57-C70-A	cluster_70	cluster_57	cluster_41	0.9942791762013728	PASS
sample_0559	C	B2	clinical	2009-09-02	2009	36	2009W36	3	not_real_data_test_only	C32-C57-C70-C	cluster_70	cluster_57	cluster_41	0.9948512585812356	PASS
sample_0560	B	B3	clinical	2009-01-22	2009	4	2009W04	4	not_real_data_test_only	C34-S326-S406-B	singleton_406	singleton_326	singleton_213	0.9954233409610984	PASS
sample_0561	C	B3	clinical	2009-01-13	2009	3	2009W03	4	not_real_data_test_only	C34-S194-S274-C	singleton_274	singleton_194	singleton_80	0.9959954233409613	PASS
sample_0562	A	A8	clinical	2009-06-01	2009	23	2009W23	1	not_real_data_test_only	C35-S344-S424-A	singleton_424	singleton_344	singleton_231	0.9959954233409613	PASS
sample_0563	B	B4	clinical	2008-11-15	2008	46	2008W46	87	not_real_data_test_only	C14-S57-S135-B	singleton_135	singleton_57	cluster_100	0.9851258581235698	PASS
sample_0564	C	B4	food	2008-03-09	2008	10	2008W10	87	not_real_data_test_only	C14-C106-S4-C	singleton_4	cluster_106	cluster_100	0.9959954233409613	PASS
sample_0565	A	A9	food	2007-04-17	2007	16	2007W16	6	not_real_data_test_only	C24-S300-S380-A	singleton_380	singleton_300	singleton_187	0.9942791762013728	PASS
sample_0566	B	B5	food	2007-02-21	2007	8	2007W08	1	not_real_data_test_only	C35-S139-S219-B	singleton_219	singleton_139	singleton_26	0.9942791762013728	PASS
sample_0567	C	B5	food	2007-02-16	2007	7	2007W07	87	not_real_data_test_only	C14-C106-C3-C	cluster_3	cluster_106	cluster_100	0.9937070938215103	PASS
sample_0568	A		food	2006-07-11	2006	28	2006W28	87	not_real_data_test_only	C14-C106-C78-A	cluster_78	cluster_106	cluster_100	0.9948512585812356	PASS
sample_0569	B	B6	food	2006-07-11	2006	28	2006W28	87	not_real_data_test_only	C14-C106-C78-B	cluster_78	cluster_106	cluster_100	0.9954233409610984	PASS
sample_0570	C	B6	food	2005-12-07	2005	49	2005W49	87	not_real_data_test_only	C14-C106-C3-C	cluster_3	cluster_106	cluster_100	0.9959954233409613	PASS
sample_0571	A	A1	food	2005-08-06	2005	31	2005W31	87	not_real_data_test_only	C14-C106-C3-A	cluster_3	cluster_106	cluster_100	0.9925629290617848	PASS
sample_0572	B	B7	food	2005-02-28	2005	9	2005W09	87	not_real_data_test_only	C14-C106-C78-B	cluster_78	cluster_106	cluster_100	0.9965675057208238	PASS
sample_0573	C	B7	food	2005-02-16	2005	7	2005W07	87	not_real_data_test_only	C14-C106-C3-C	cluster_3	cluster_106	cluster_100	0.9959954233409613	PASS
sample_0574	A	A2	food	2004-04-11	2004	15	2004W15	87	not_real_data_test_only	C14-S53-S131-A	singleton_131	singleton_53	cluster_100	0.9959954233409613	PASS
sample_0575	B		food	2004-05-27	2004	22	2004W22	87	not_real_data_test_only	C14-C106-S65-B	singleton_65	cluster_106	cluster_100	0.9948512585812356	PASS
sample_0576	C		food	2004-04-13	2004	16	2004W16	8	not_real_data_test_only	C21-S63-S141-C	singleton_141	singleton_63	cluster_103	0.9965675057208238	PASS
sample_0577	A	A3	food	2004-06-04	2004	23	2004W23	na	not_real_data_test_only	C31-S334-S414-A	singleton_414	singleton_334	singleton_221	0.9959954233409613	PASS
sample_0578	B	B1	food	2004-03-30	2004	14	2004W14	87	not_real_data_test_only	C14-C106-C3-B	cluster_3	cluster_106	cluster_100	0.9959954233409613	PASS
sample_0579	A	A4	clinical	2021-01-01	2020	53	2020W53	217	not_real_data_test_only	C28-C38-C47-A	cluster_47	cluster_38	cluster_27	0.9942791762013728	PASS
sample_0580	C	B1	clinical	2021-01-01	2020	53	2020W53	1	not_real_data_test_only	C35-S52-S130-C	singleton_130	singleton_52	cluster_83	0.9959954233409613	PASS
sample_0581	B	B2	clinical	2020-01-01	2020	1	2020W01	217	not_real_data_test_only	C28-S68-S146-B	singleton_146	singleton_68	cluster_90	0.9965675057208238	PASS
sample_0582	A	A5	food	2019-01-01	2019	1	2019W01	155	not_real_data_test_only	C33-C22-C27-A	cluster_27	cluster_22	cluster_16	0.9959954233409613	PASS
sample_0583	A	A6	food	2019-01-01	2019	1	2019W01	1	not_real_data_test_only	C35-C46-C59-A	cluster_59	cluster_46	cluster_84	0.9959954233409613	PASS
sample_0584	A	A7	food	2019-01-01	2019	1	2019W01	1	not_real_data_test_only	C35-C46-C59-A	cluster_59	cluster_46	cluster_84	0.9954233409610984	PASS
sample_0585	A	A8	food	2019-01-01	2019	1	2019W01	2	not_real_data_test_only	C30-C63-C77-A	cluster_77	cluster_63	cluster_45	0.9965675057208238	PASS
sample_0586	A	A9	food	2019-01-01	2019	1	2019W01	1	not_real_data_test_only	C35-C46-C59-A	cluster_59	cluster_46	cluster_84	0.9954233409610984	PASS
sample_0587	A		food	2019-01-01	2019	1	2019W01	1	not_real_data_test_only	C35-C46-S49-A	singleton_49	cluster_46	cluster_84	0.9799771167048056	PASS
sample_0588	B	B3	food	2019-01-01	2019	1	2019W01	155	not_real_data_test_only	C33-C22-C27-B	cluster_27	cluster_22	cluster_16	0.9965675057208238	PASS
sample_0589	B	B4	food	2019-01-01	2019	1	2019W01	1	not_real_data_test_only	C35-C46-C59-B	cluster_59	cluster_46	cluster_84	0.9959954233409613	PASS
sample_0590	B	B5	food	2019-01-01	2019	1	2019W01	1	not_real_data_test_only	C35-C46-C59-B	cluster_59	cluster_46	cluster_84	0.9925629290617848	PASS
sample_0591	B	B6	food	2019-01-01	2019	1	2019W01	2	not_real_data_test_only	C30-S328-S408-B	singleton_408	singleton_328	singleton_215	0.9948512585812356	PASS
sample_0592	B	B7	food	2019-01-01	2019	1	2019W01	1	not_real_data_test_only	C35-C46-C59-B	cluster_59	cluster_46	cluster_84	0.9954233409610984	PASS
sample_0593	B		food	2019-01-01	2019	1	2019W01	9	not_real_data_test_only	C26-S72-S150-B	singleton_150	singleton_72	cluster_28	0.9977116704805492	PASS
sample_0594	C	B2	clinical	2019-01-01	2019	1	2019W01	8	not_real_data_test_only	C21-C71-C88-C	cluster_88	cluster_71	cluster_103	0.9965675057208238	PASS
sample_0595	C	B3	food	2019-01-01	2019	1	2019W01	155	not_real_data_test_only	C33-C22-C27-C	cluster_27	cluster_22	cluster_16	0.9971395881006864	PASS
sample_0596	C	B4	food	2019-01-01	2019	1	2019W01	1	not_real_data_test_only	C35-C46-C59-C	cluster_59	cluster_46	cluster_84	0.9954233409610984	PASS
sample_0597	C	B5	food	2019-01-01	2019	1	2019W01	2	not_real_data_test_only	C30-C63-C77-C	cluster_77	cluster_63	cluster_45	0.9954233409610984	PASS
sample_0598	C	B6	food	2019-01-01	2019	1	2019W01	1	not_real_data_test_only	C35-S157-S237-C	singleton_237	singleton_157	singleton_44	0.9948512585812356	PASS
sample_0599	C	B7	food	2019-01-01	2019	1	2019W01	155	not_real_data_test_only	C33-C22-C27-C	cluster_27	cluster_22	cluster_16	0.9977116704805492	PASS
sample_0600	A	A1	food	2018-01-01	2018	1	2018W01	155	not_real_data_test_only	C33-S62-S140-A	singleton_140	singleton_62	cluster_93	0.9965675057208238	PASS
sample_0601	A	A2	food	2018-01-01	2018	1	2018W01	na	not_real_data_test_only	C30-C24-C29-A	cluster_29	cluster_24	cluster_18	0.9931350114416476	PASS
sample_0602	B	B1	food	2018-01-01	2018	1	2018W01	2	not_real_data_test_only	C30-S8-S84-B	singleton_84	singleton_8	cluster_45	0.9959954233409613	PASS
sample_0603	B	B2	food	2018-01-01	2018	1	2018W01	9	not_real_data_test_only	C26-S84-S164-B	singleton_164	singleton_84	cluster_77	0.998283752860412	PASS
sample_0604	C		food	2018-01-01	2018	1	2018W01	87	not_real_data_test_only	C14-C106-S29-C	singleton_29	cluster_106	cluster_100	0.9959954233409613	PASS
sample_0605	C	B1	food	2018-01-01	2018	1	2018W01	1	not_real_data_test_only	C35-C45-C57-C	cluster_57	cluster_45	cluster_84	0.9959954233409613	PASS
sample_0606	A	A3	clinical	2017-01-01	2016	52	2016W52	1	not_real_data_test_only	C35-C91-S35-A	singleton_35	cluster_91	cluster_105	0.9965675057208238	PASS
sample_0607	A	A4	clinical	2017-01-01	2016	52	2016W52	1	not_real_data_test_only	C35-S31-S107-A	singleton_107	singleton_31	cluster_74	0.9931350114416476	PASS
sample_0608	A	A5	food	2017-01-01	2016	52	2016W52	87	not_real_data_test_only	C14-C61-C75-A	cluster_75	cluster_61	cluster_100	0.9942791762013728	PASS
sample_0609	A	A6	food	2017-01-01	2016	52	2016W52	4	not_real_data_test_only	C34-S190-S270-A	singleton_270	singleton_190	singleton_76	0.9965675057208238	PASS
sample_0610	A	A7	food	2017-01-01	2016	52	2016W52	736	not_real_data_test_only	C10-S58-S136-A	singleton_136	singleton_58	cluster_86	0.9977116704805492	PASS
sample_0611	A	A8	food	2017-01-01	2016	52	2016W52	121	not_real_data_test_only	C31-C80-C52-A	cluster_52	cluster_80	cluster_87	0.9977116704805492	PASS
sample_0612	B	B3	clinical	2017-01-01	2016	52	2016W52	382	not_real_data_test_only	C13-C121-C116-B	cluster_116	cluster_121	cluster_94	0.9971395881006864	PASS
sample_0613	B	B4	clinical	2017-01-01	2016	52	2016W52	1	not_real_data_test_only	C35-C93-C1-B	cluster_1	cluster_93	cluster_64	0.9954233409610984	PASS
sample_0614	B	B5	food	2017-01-01	2016	52	2016W52	403	not_real_data_test_only	C7-C47-C60-B	cluster_60	cluster_47	cluster_32	0.9954233409610984	PASS
sample_0615	B	B6	food	2017-01-01	2016	52	2016W52	121	not_real_data_test_only	C31-C80-C52-B	cluster_52	cluster_80	cluster_87	0.9965675057208238	PASS
sample_0616	B	B7	food	2017-01-01	2016	52	2016W52	155	not_real_data_test_only	C33-S83-S163-B	singleton_163	singleton_83	cluster_99	0.998283752860412	PASS
sample_0617	B		food	2017-01-01	2016	52	2016W52	1	not_real_data_test_only	C35-S274-S354-B	singleton_354	singleton_274	singleton_161	0.9937070938215103	PASS
sample_0618	C	B2	clinical	2017-01-01	2016	52	2016W52	87	not_real_data_test_only	C14-C106-C79-C	cluster_79	cluster_106	cluster_100	0.9954233409610984	PASS
sample_0619	C	B3	clinical	2017-01-01	2016	52	2016W52	87	not_real_data_test_only	C14-C106-C3-C	cluster_3	cluster_106	cluster_100	0.9959954233409613	PASS
sample_0620	C	B4	environmental	2017-01-01	2016	52	2016W52	na	not_real_data_test_only	C21-C56-C69-C	cluster_69	cluster_56	cluster_40	0.9971395881006864	PASS
sample_0621	C	B5	food	2017-01-01	2016	52	2016W52	363	not_real_data_test_only	S8-S355-S435-C	singleton_435	singleton_355	singleton_242	0.9965675057208238	PASS
sample_0622	C	B6	food	2017-01-01	2016	52	2016W52	2	not_real_data_test_only	C30-S284-S364-C	singleton_364	singleton_284	singleton_171	0.9959954233409613	PASS
sample_0623	C	B7	food	2017-01-01	2016	52	2016W52	1	not_real_data_test_only	C35-C92-S64-C	singleton_64	cluster_92	cluster_105	0.9948512585812356	PASS
sample_0624	A	A9	clinical	2016-01-01	2015	53	2015W53	1	not_real_data_test_only	C35-C108-C107-A	cluster_107	cluster_108	cluster_84	0.9925629290617848	PASS
sample_0625	A		clinical	2016-01-01	2015	53	2015W53	1	not_real_data_test_only	C35-C64-C80-A	cluster_80	cluster_64	cluster_46	0.9954233409610984	PASS
sample_0626	A	A1	clinical	2016-01-01	2015	53	2015W53	26	not_real_data_test_only	C4-S330-S410-A	singleton_410	singleton_330	singleton_217	0.9977116704805492	PASS
sample_0627	A	A2	food	2016-01-01	2015	53	2015W53	121	not_real_data_test_only	C31-S56-S134-A	singleton_134	singleton_56	cluster_51	0.9948512585812356	PASS
sample_0628	A	A3	food	2016-01-01	2015	53	2015W53	1	not_real_data_test_only	C35-S173-S253-A	singleton_253	singleton_173	cluster_58	0.9948512585812356	PASS
sample_0629	A	A4	food	2016-01-01	2015	53	2015W53	7	not_real_data_test_only	C29-C1-C2-A	cluster_2	cluster_1	cluster_1	0.9965675057208238	PASS
sample_0630	A	A5	food	2016-01-01	2015	53	2015W53	7	not_real_data_test_only	C2-C16-C20-A	cluster_20	cluster_16	cluster_10	0.9965675057208238	PASS
sample_0631	A	A6	food	2016-01-01	2015	53	2015W53	121	not_real_data_test_only	C31-C21-C25-A	cluster_25	cluster_21	cluster_15	0.9971395881006864	PASS
sample_0632	A	A7	food	2016-01-01	2015	53	2015W53	9	not_real_data_test_only	C26-S23-S99-A	singleton_99	singleton_23	cluster_77	0.998283752860412	PASS
sample_0633	B	B1	clinical	2016-01-01	2015	53	2015W53	388	not_real_data_test_only	C16-S179-S259-B	singleton_259	singleton_179	singleton_65	0.9959954233409613	PASS
sample_0634	B	B2	clinical	2016-01-01	2015	53	2015W53	1	not_real_data_test_only	C35-C81-S61-B	singleton_61	cluster_81	cluster_84	0.9954233409610984	PASS
sample_0635	B	B3	food	2016-01-01	2015	53	2015W53	7	not_real_data_test_only	C2-C16-C20-B	cluster_20	cluster_16	cluster_10	0.9965675057208238	PASS
sample_0636	B	B4	food	2016-01-01	2015	53	2015W53	2	not_real_data_test_only	C30-S295-S375-B	singleton_375	singleton_295	singleton_182	0.9948512585812356	PASS
sample_0637	B	B5	food	2016-01-01	2015	53	2015W53	7	not_real_data_test_only	C29-C1-C2-B	cluster_2	cluster_1	cluster_1	0.9977116704805492	PASS
sample_0638	B	B6	food	2016-01-01	2015	53	2015W53	7	not_real_data_test_only	C29-C1-S14-B	singleton_14	cluster_1	cluster_1	0.990274599542334	PASS
sample_0639	B	B7	food	2016-01-01	2015	53	2015W53	7	not_real_data_test_only	C29-C1-S1-B	singleton_1	cluster_1	cluster_1	0.998283752860412	PASS
sample_0640	B		food	2016-01-01	2015	53	2015W53	na	not_real_data_test_only	C26-S143-S223-B	singleton_223	singleton_143	singleton_30	0.9959954233409613	PASS
sample_0641	C		clinical	2016-01-01	2015	53	2015W53	1	not_real_data_test_only	C35-C64-C80-C	cluster_80	cluster_64	cluster_46	0.9948512585812356	PASS
sample_0642	C	B1	clinical	2016-01-01	2015	53	2015W53	1	not_real_data_test_only	C35-C108-C107-C	cluster_107	cluster_108	cluster_84	0.9942791762013728	PASS
sample_0643	C	B2	clinical	2016-01-01	2015	53	2015W53	87	not_real_data_test_only	C14-C54-S7-C	singleton_7	cluster_54	cluster_100	0.9959954233409613	PASS
sample_0644	C	B3	food	2016-01-01	2015	53	2015W53	7	not_real_data_test_only	C29-C1-C2-C	cluster_2	cluster_1	cluster_1	0.998283752860412	PASS
sample_0645	C	B4	food	2016-01-01	2015	53	2015W53	121	not_real_data_test_only	C31-C88-C53-C	cluster_53	cluster_88	cluster_87	0.9977116704805492	PASS
sample_0646	C	B5	food	2016-01-01	2015	53	2015W53	1	not_real_data_test_only	C35-C4-C7-C	cluster_7	cluster_4	cluster_3	0.9948512585812356	PASS
sample_0647	C	B6	food	2016-01-01	2015	53	2015W53	7	not_real_data_test_only	C29-C1-C2-C	cluster_2	cluster_1	cluster_1	0.9971395881006864	PASS
sample_0648	C	B7	food	2016-01-01	2015	53	2015W53	121	not_real_data_test_only	C31-C21-C25-C	cluster_25	cluster_21	cluster_15	0.9971395881006864	PASS
sample_0649	C		food	2016-01-01	2015	53	2015W53	121	not_real_data_test_only	C31-C88-C53-C	cluster_53	cluster_88	cluster_87	0.9971395881006864	PASS
sample_0650	A	A8	food	2015-01-01	2015	1	2015W01	5	not_real_data_test_only	C18-S220-S300-A	singleton_300	singleton_220	singleton_106	0.9965675057208238	PASS
sample_0651	A	A9	food	2015-01-01	2015	1	2015W01	7	not_real_data_test_only	C29-C1-C2-A	cluster_2	cluster_1	cluster_1	0.998283752860412	PASS
sample_0652	A		food	2015-01-01	2015	1	2015W01	7	not_real_data_test_only	C29-C1-C2-A	cluster_2	cluster_1	cluster_1	0.9977116704805492	PASS
