partition	cluster	cluster_length	samples
avg_clade-2x1.0	cluster_346507	6	USA/FL-CDC-QDX47492830/2023|OQ655061.1|2023-03-04,USA/SD-CDC-2-6942418/2023|OQ710272.1|2023-03-02,USA/MN-MDH-35143/2023|OQ856951.1|2023-04-09,USA/2253153/2023|OQ781021.1|2023-03-12,USA/PA-CDC-LC1024423/2023|OQ643095.1|2023-03-04,USA/MN-MDH-35030/2023|OQ856899.1|2023-03-27
avg_clade-2x1.0	cluster_308030	1	England/PHEP-YYGPA7P/2023|2023-03-05
avg_clade-2x1.0	cluster_341928	7	England/PHEC-YYEWTBH/2023|2023-04-02,England/PHEC-YYE1577/2023|2023-03-31,England/PHEC-YYE1HNU/2023|2023-04-01,England/PHEP-YYG1XTD/2023|2023-04-04,England/PHEC-YYE15IP/2023|2023-03-25,England/BRBR-32711AA4/2023|OX462379.1|2023-03-22,England/BRBR-32711AA4/2023|2023-03-22
avg_clade-2x1.0	singleton_252388	1	USA/NJ-CDC-QDX47594562/2023|OQ655982.1|2023-03-06
avg_clade-2x1.0	cluster_355227	2	USA/IL-CDC-VSX-A079157/2023|OQ609452.1|2023-03-01,USA/USA_UT-IDEL-2023040311_2023/2023|OQ791590.1|2023-03-20
avg_clade-2x1.0	cluster_360726	9	USA/IL-CDC-LC1036718/2023|OQ852193.1|2023-04-05,USA/IL-CDC-QDX47772142/2023|OQ684721.1|2023-03-09,USA/IL-CDC-LC1036723/2023|OQ852197.1|2023-04-05,USA/IL-CDC-LC1036716/2023|OQ852194.1|2023-04-05,USA/IL-CDC-LC1036717/2023|OQ852195.1|2023-04-05,USA/IL-CDC-QDX47870730/2023|OQ705470.1|2023-03-12,USA/IL-RIPHL_121573_G/2023|OQ738982.1|2023-03-20,USA/CA-CDC-LC1033603/2023|OQ748552.1|2023-03-27,USA/CA-CDC-LC1032543/2023|OQ733847.1|2023-03-21
avg_clade-2x1.0	singleton_278408	1	USA/MA-CDC-LC1035802/2023|OQ833085.1|2023-04-06
avg_clade-2x1.0	cluster_340719	1	USA/WA-CDC-UW23040591236/2023|OQ842357.1|2023-04-05
avg_clade-2x1.0	cluster_346112	1	USA/PA-CDC-LC1028668/2023|OQ681715.1|2023-03-09
avg_clade-2x1.0	cluster_342074	12	Wales/PHWC-PKPFT4/2023|2023-03-04,Wales/PHWC-PKPCAF/2023|2023-03-06,Wales/PHWC-PKPC3D/2023|2023-03-06,Wales/PHWC-PKQP5H/2023|2023-03-15,Wales/PHWC-PKPWDE/2023|2023-03-11,Wales/PHWC-PKQTQU/2023|2023-03-17,Wales/PHWC-PKQQDC/2023|2023-03-15,Wales/PHWC-PKQQY1/2023|2023-03-14,Wales/PHWC-PKQBKM/2023|2023-03-14,Wales/PHWC-PKPXH4/2023|2023-03-05,Wales/PHWC-PKPQIJ/2023|2023-03-07,Wales/PHWC-PKPJ4R/2023|2023-03-02
avg_clade-2x1.0	cluster_354272	4	USA/IN-CDC-LC1035505/2023|OQ808347.1|2023-03-28,USA/MO-CDC-QDX48551690/2023|OQ825325.1|2023-03-28,USA/IL-CDC-LC1035483/2023|OQ808502.1|2023-04-01,USA/MO-CDC-LC1033404/2023|OQ748337.1|2023-03-22
avg_clade-2x1.0	cluster_306178	4	Scotland/SCOT-27087/2023|OX456740.1|2023-03-01,Scotland/SCOT-27087/2023|2023-03-01,Scotland/SCOT-29051/2023|2023-03-30,Scotland/SCOT-27724/2023|OX460690.1|2023-03-09
avg_clade-2x1.0	cluster_354334	2	USA/FL-CDC-QDX48193292/2023|OQ782576.1|2023-03-21,USA/FL-CDC-QDX47595354/2023|OQ655639.1|2023-03-05
avg_clade-2x1.0	cluster_355054	3	USA/TX-CDC-QDX47696552/2023|OQ684446.1|2023-03-08,USA/TX-CDC-QDX47595279/2023|OQ655344.1|2023-03-03,USA/NJ-PHEL-V23008435/2023|OQ682448.1|2023-03-11
avg_clade-2x1.0	cluster_378740	1	USA/WI-CDC-VSX-A00415/2023|OQ691681.1|2023-03-07
avg_clade-2x1.0	cluster_399623	2	USA/FL-CDC-QDX48587421/2023|OQ827159.1|2023-03-30,USA/FL-CDC-QDX48496896/2023|OQ825572.1|2023-03-29
avg_clade-2x1.0	cluster_350910	3	USA/MD-MDH-8626/2023|OQ713957.1|2023-03-01,USA/MD-MDH-8631/2023|OQ713959.1|2023-03-01,USA/MD-MDH-8630/2023|OQ713958.1|2023-03-01
avg_clade-2x1.0	cluster_377451	1	USA/IL-CDC-QDX47644505/2023|OQ684208.1|2023-03-07
avg_clade-2x1.0	cluster_392292	4	CHN/HLJCDC-0659/2023|C_AA003291.1|2023-03-23,CHN/HLJCDC-0539/2023|C_AA003185.1|2023-03-14,CHN/HLJCDC-0743/2023|C_AA003759.1|2023-03-29,CHN/HLJCDC-0538/2023|C_AA003184.1|2023-03-14
avg_clade-2x1.0	cluster_350800	11	USA/TX-CDC-QDX48144211/2023|OQ728470.1|2023-03-20,USA/CA-CDC-QDX48365699/2023|OQ782803.1|2023-03-22,USA/CA-CDC-QDX48636944/2023|OQ827039.1|2023-03-28,USA/CA-CDC-QDX47594830/2023|OQ655130.1|2023-03-01,USA/TX-CDC-QDX47696583/2023|OQ684281.1|2023-03-08,USA/UT-UPHL-230407198258/2023|OQ802893.1|2023-04-03,USA/UT-UPHL-230407131216/2023|OQ802864.1|2023-03-31,USA/TX-CDC-QDX47492595/2023|OQ654941.1|2023-03-04,USA/NY-CDC-QDX48043274/2023|OQ713371.1|2023-03-17,USA/VA-CDC-LC1027493/2023|OQ661101.1|2023-03-07,USA/AZ-CDC-LC1033759/2023|OQ748306.1|2023-03-22
avg_clade-2x1.0	cluster_399911	1	USA/FL-CDC-QDX48496963/2023|OQ825385.1|2023-03-28
avg_clade-2x1.0	cluster_388146	2	USA/OH-CDC-QDX47772180/2023|OQ684604.1|2023-03-09,USA/OH-CDC-QDX47644388/2023|OQ684158.1|2023-03-07
avg_clade-2x1.0	cluster_335054	1	USA/FL-CDC-QDX47696776/2023|OQ684003.1|2023-03-06
avg_clade-2x1.0	cluster_379494	2	CHN/Shannxi-0220/2023|C_AA003555.1|2023-03-05,CHN/Shannxi-0180/2023|C_AA003515.1|2023-03-03
avg_clade-2x1.0	cluster_371283	1	USA/IN-CDC-LC1024439/2023|OQ642954.1|2023-03-03
avg_clade-2x1.0	cluster_347695	1	USA/PA-CDC-LC1026190/2023|OQ661201.1|2023-03-08
avg_clade-2x1.0	singleton_262625	1	USA/FL-CDC-QDX47493035/2023|OQ654691.1|2023-03-03
avg_clade-2x1.0	cluster_366735	1	USA/CA-CDC-LC1025153/2023|OQ643108.1|2023-03-04
avg_clade-2x1.0	cluster_343769	3	England/BRBR-3270891C/2023|OX458841.1|2023-03-10,England/BRBR-3270891C/2023|2023-03-10,THA/MTM_01_657/2023|OQ781182.1|2023-03-01
avg_clade-2x1.0	cluster_358174	3	USA/WI-CDC-QDX48144287/2023|OQ728691.1|2023-03-20,USA/CA-CDC-VSX-A065303/2023|OQ748742.1|2023-03-25,USA/MA-CDCBI-CRSP_CBKAM6UWYG6ERLVL/2023|OQ727624.1|2023-03-21
avg_clade-2x1.0	cluster_350917	3	USA/OH-CDC-LC1033317/2023|OQ748359.1|2023-03-23,USA/CA-CDC-QDX48193147/2023|OQ728302.1|2023-03-19,USA/UT-UPHL-230324505833/2023|OQ850535.1|2023-03-08
avg_clade-2x1.0	cluster_394325	1	USA/NY-CDC-VSX-A064531/2023|OQ651729.1|2023-03-07
avg_clade-2x1.0	cluster_381311	20	USA/TX-CDC-QDX48365546/2023|OQ783139.1|2023-03-24,USA/CO-CDPHE-2103806536/2023|OQ758655.1|2023-03-05,USA/FL-CDC-QDX48316470/2023|OQ782987.1|2023-03-23,USA/WA-CDC-UW23030553811/2023|OQ619325.1|2023-03-05,USA/CA-CDC-LC1029482/2023|OQ699678.1|2023-03-18,USA/MI-CDC-LC1028913/2023|OQ699379.1|2023-03-11,USA/WA-CDC-UW23030729058/2023|OQ674600.1|2023-03-07,USA/NY-CDC-QDX47595430/2023|OQ655723.1|2023-03-05,USA/CO-CDPHE-2103799913/2023|OQ698283.1|2023-03-03,USA/CA-CDC-LC1028210/2023|OQ681734.1|2023-03-09,USA/AZ00178516/2023|OQ815836.1|2023-04-05,USA/NY-CDC-QDX48316218/2023|OQ782873.1|2023-03-23,USA/NY-CDC-QDX48043254/2023|OQ713414.1|2023-03-17,USA/MT-MTPHL-4088928/2023|OQ673841.1|2023-03-06,USA/CO-CDPHE-2103807863/2023|OQ758456.1|2023-03-11,USA/NC-CDC-LC1032129/2023|OQ734239.1|2023-03-24,USA/CO-CDC-LC1032842/2023|OQ733496.1|2023-03-13,USA/CO-CDC-VSX-A065061/2023|OQ681435.1|2023-03-15,USA/CO-CDC-VSX-A065028/2023|OQ681428.1|2023-03-15,USA/CO-CDPHE-2103798625/2023|OQ698233.1|2023-03-02
avg_clade-2x1.0	singleton_270746	1	CHN/HLJCDC-0667/2023|C_AA003299.1|2023-03-21
avg_clade-2x1.0	cluster_395847	2	USA/VA-CDC-LC1026547/2023|OQ661533.1|2023-03-11,Switzerland/BE-IFIK-230327_os_17/2023|OX461052.1|2023-03-13
avg_clade-2x1.0	cluster_397607	4	USA/CA-CDC-QDX47595039/2023|OQ655322.1|2023-03-03,USA/CA-CDC-QDX47542291/2023|OQ654933.1|2023-03-04,USA/CA-CDC-QDX48043668/2023|OQ713031.1|2023-03-15,USA/CA-CDC-VSX-A065092/2023|OQ681416.1|2023-03-14
avg_clade-2x1.0	cluster_370332	1	USA/CA-CDC-QDX47595167/2023|OQ655469.1|2023-03-04
avg_clade-2x1.0	singleton_246465	1	USA/PA-CDC-LC1034535/2023|OQ802348.1|2023-03-27
avg_clade-2x1.0	singleton_259825	1	USA/FL-CDC-QDX47771631/2023|OQ704761.1|2023-03-08
avg_clade-2x1.0	cluster_341206	4	CHN/SH-HG20230406-176/2023|C_AA009457.1|2023-04-04,USA/CA-CDC-QDX48637292/2023|OQ827073.1|2023-03-29,USA/CA-CDC-QDX48637408/2023|OQ827560.1|2023-04-02,USA/NJ-CDC-LC1026277/2023|OQ661005.1|2023-03-07
avg_clade-2x1.0	cluster_392925	1	England/PHEP-YYGT3T5/2023|2023-03-28
avg_clade-2x1.0	cluster_302849	1	England/PHEC-YYEQ1QQ/2023|2023-03-19
avg_clade-2x1.0	cluster_357400	5	USA/NC-CDC-LC1025320/2023|OQ642798.1|2023-03-02,USA/AZ-CDC-VSX-A079308/2023|OQ748715.1|2023-03-24,USA/TX-DSHS-25656/2023|OQ831004.1|2023-03-02,USA/TX-CDC-QDX47594648/2023|OQ656013.1|2023-03-06,USA/TX-CDC-QDX47594597/2023|OQ655441.1|2023-03-04
avg_clade-2x1.0	cluster_350072	2	USA/CO-CDPHE-2103797459/2023|OQ697712.1|2023-03-02,USA/CO-CDPHE-2103798593/2023|OQ697930.1|2023-03-01
avg_clade-2x1.0	cluster_350433	2	USA/MI-CDC-QDX47772132/2023|OQ684353.1|2023-03-08,USA/MI-CDC-QDX48316660/2023|OQ782908.1|2023-03-23
avg_clade-2x1.0	cluster_305947	6	England/BRBR-32710401/2023|2023-03-24,England/BRBR-32710401/2023|OX461794.1|2023-03-24,England/BRBR-3271043E/2023|2023-03-24,England/PHEP-YYGTBIM/2023|2023-03-18,England/PHEP-YYGOY4R/2023|2023-03-13,England/PHEP-YYGTBWP/2023|2023-03-18
avg_clade-2x1.0	cluster_345590	2	USA/NJ-PHEL-V23009524/2023|OQ857493.1|2023-03-23,USA/PA-CDC-LC1026678/2023|OQ661586.1|2023-03-12
avg_clade-2x1.0	singleton_246225	1	England/PHEC-YYETPDN/2023|2023-03-27
avg_clade-2x1.0	cluster_385104	1	Switzerland/VS-ICH-2230300447/2023|OX459772.1|2023-03-01
avg_clade-2x1.0	cluster_398682	11	Scotland/SCOT-27113/2023|OX456745.1|2023-03-01,Scotland/SCOT-27113/2023|2023-03-01,Scotland/SCOT-28541/2023|OX462840.1|2023-03-15,Scotland/SCOT-28534/2023|OX462877.1|2023-03-13,Scotland/SCOT-28535/2023|OX462856.1|2023-03-13,Scotland/SCOT-28546/2023|OX462786.1|2023-03-13,Scotland/SCOT-28541/2023|2023-03-15,Scotland/SCOT-28534/2023|2023-03-13,Scotland/SCOT-28535/2023|2023-03-13,Scotland/SCOT-28473/2023|OX462951.1|2023-03-13,Scotland/SCOT-28473/2023|2023-03-13
avg_clade-2x1.0	singleton_247226	1	USA/MD-CDC-QDX48685206/2023|OQ827722.1|2023-04-03
avg_clade-2x1.0	cluster_341366	2	Switzerland/TI-EOC-22_27843712/2023|OX460957.1|2023-03-21,Switzerland/BE-IFIK-230411_os_20/2023|OX463706.1|2023-03-28
avg_clade-2x1.0	singleton_246858	1	USA/FL-CDC-QDX48095128/2023|OQ727732.1|2023-03-14
avg_clade-2x1.0	cluster_351382	1	USA/OR-CDC-LC1028168/2023|OQ681549.1|2023-03-06
avg_clade-2x1.0	cluster_379215	1	USA/OK-CDC-VSX-A065146/2023|OQ691786.1|2023-03-14
avg_clade-2x1.0	cluster_301212	2	Scotland/SCOT-28366/2023|OX463192.1|2023-03-20,Scotland/SCOT-28366/2023|2023-03-20
avg_clade-2x1.0	cluster_350861	1	England/PHEC-YYEKMU1/2023|2023-03-06
avg_clade-2x1.0	cluster_351537	1	USA/CT-DPH-1142545001a/2023|OQ810022.1|2023-03-04
avg_clade-2x1.0	cluster_335470	14	USA/PA-BOL-M23015591/2023|OQ653451.1|2023-03-06,USA/PA-CDC-QDX47418152/2023|OQ643942.1|2023-03-01,USA/MD-CDC-LC1030562/2023|OQ712545.1|2023-03-20,USA/NY-CDC-LC1026688/2023|OQ661546.1|2023-03-11,USA/DE-CDC-VSX-A064324/2023|OQ651481.1|2023-03-03,USA/DE-CDC-VSX-A064272/2023|OQ651480.1|2023-03-03,USA/DE-CDC-VSX-A064317/2023|OQ651493.1|2023-03-03,USA/CO-CDPHE-2103799771/2023|OQ698037.1|2023-03-03,USA/NJ-PHEL-V23008320/2023|OQ682434.1|2023-03-12,USA/PA-CDC-QDX48043371/2023|OQ713219.1|2023-03-16,USA/NJ-PHEL-V23008322/2023|OQ682435.1|2023-03-11,USA/OH-CDC-QDX47492899/2023|OQ654330.1|2023-03-02,USA/DE-DHSS-B1276461/2023|OQ817017.1|2023-03-11,USA/NY-CDC-VSX-A079174/2023|OQ609445.1|2023-03-01
avg_clade-2x1.0	cluster_342250	2	England/BRBR-3270E0A8/2023|OX461488.1|2023-03-21,England/BRBR-3270E0A8/2023|2023-03-21
avg_clade-2x1.0	singleton_246441	1	England/PHEC-YYETX4T/2023|2023-03-28
avg_clade-2x1.0	cluster_341410	1	BHR/620105216/2023|OQ781603.1|2023-03-14
avg_clade-2x1.0	cluster_391793	1	USA/OH-CDC-QDX47772121/2023|OQ684365.1|2023-03-08
avg_clade-2x1.0	cluster_396606	1	USA/FL-CDC-QDX48591104/2023|OQ825181.1|2023-03-27
avg_clade-2x1.0	cluster_350450	17	England/PHEC-YYEKX88/2023|2023-03-03,England/PHEP-YYG1YKB/2023|2023-03-27,England/QEUH-326F3B1F/2023|2023-03-02,England/QEUH-32714634/2023|2023-03-02,England/BRBR-32715AEC/2023|OX461346.1|2023-03-28,England/BRBR-32715B43/2023|OX461345.1|2023-03-28,England/BRBR-32715B43/2023|2023-03-28,England/BRBR-32715AEC/2023|2023-03-28,England/BRBR-326F22EE/2023|2023-03-04,England/QEUH-326F74E3/2023|OX454022.1|2023-03-03,England/BRBR-326F27D0/2023|OX452093.1|2023-03-04,England/PHEC-YYEMAXC/2023|2023-03-08,England/PHEC-YYE1X3T/2023|2023-04-03,England/PHEC-YYEUIYH/2023|2023-03-31,England/PHEC-YYEMXIE/2023|2023-03-07,England/PHEC-YYEJADE/2023|2023-03-01,England/PHEC-YYEJK8Q/2023|2023-03-01
avg_clade-2x1.0	cluster_377064	6	USA/PA-CDC-QDX48247449/2023|OQ782785.1|2023-03-22,USA/CA-CDC-QDX48733851/2023|OQ827892.1|2023-04-03,USA/CA-CDC-LC1033906/2023|OQ748614.1|2023-03-30,USA/WA-CDC-UW23030687006/2023|OQ674565.1|2023-03-06,USA/WA-UW-23030971904/2023|OQ673678.1|2023-03-09,USA/WA-CDC-UW23030661198/2023|OQ619357.1|2023-03-06
avg_clade-2x1.0	cluster_390437	3	USA/MD-CDC-LC1036182/2023|OQ832962.1|2023-04-04,USA/VA-CDC-LC1036183/2023|OQ832972.1|2023-04-04,USA/GA-CDC-QDX48415047/2023|OQ783733.1|2023-03-26
avg_clade-2x1.0	cluster_392401	11	USA/MN-MDH-35149/2023|OQ856945.1|2023-04-11,CHN/SH-XG2304-2282/2023|C_AA010981.1|2023-04-09,USA/MN-MDH-35150/2023|OQ856944.1|2023-04-11,USA/RI-CDC-2-6966458/2023|OQ816958.1|2023-03-15,USA/FL-CDC-QDX48316482/2023|OQ783148.1|2023-03-24,USA/WA-UW-23030830384/2023|OQ673677.1|2023-03-08,USA/MN-MDH-34546/2023|OQ676302.1|2023-03-05,USA/MN-CDC-LC1027273/2023|OQ660829.1|2023-03-06,USA/NY-CDC-QDX48316241/2023|OQ783044.1|2023-03-24,USA/TX-CDC-VSX-A064270/2023|OQ651461.1|2023-03-03,USA/TX-CDC-LC1028267/2023|OQ681509.1|2023-03-04
avg_clade-2x1.0	cluster_303841	3	England/PLYM-32705BDD/2023|2023-03-14,England/PLYM-32705BDD/2023|OX458655.1|2023-03-14,England/PHEP-YYGXTUR/2023|2023-03-09
avg_clade-2x1.0	cluster_355349	9	England/PHEC-YYEQEXS/2023|2023-03-14,England/PLYM-32707643/2023|OX458596.1|2023-03-14,England/PLYM-32707643/2023|2023-03-14,England/PHEC-YYEQ4XR/2023|2023-03-17,England/PLYM-32706CAC/2023|OX458901.1|2023-03-14,England/PLYM-32706CAC/2023|2023-03-14,England/PHEC-YYEMS7T/2023|2023-03-06,England/PHEC-YYEQTPT/2023|2023-03-08,England/QEUH-326F0C6A/2023|2023-03-01
avg_clade-2x1.0	cluster_351813	2	England/PHEC-YYEQ6FW/2023|2023-03-19,USA/FL-CDC-QDX47772014/2023|OQ684638.1|2023-03-09
avg_clade-2x1.0	cluster_315870	1	CHN/YNCDC-0071/2023|C_AA007745.1|2023-03-22
avg_clade-2x1.0	cluster_348817	1	USA/MI-CDC-QDX47772133/2023|OQ684531.1|2023-03-08
avg_clade-2x1.0	singleton_242867	1	USA/MD-CDC-QDX48043355/2023|OQ713540.1|2023-03-18
avg_clade-2x1.0	cluster_399247	2	USA/OH-CDC-QDX48043891/2023|OQ727965.1|2023-03-16,USA/PA-CDC-QDX48193131/2023|OQ782542.1|2023-03-21
avg_clade-2x1.0	cluster_350013	1	USA/KY-CDC-LC1028100/2023|OQ681618.1|2023-03-07
avg_clade-2x1.0	cluster_398940	3	USA/IN-CDC-LC1029119/2023|OQ699405.1|2023-03-12,USA/KY-CDC-LC1024906/2023|OQ642849.1|2023-03-02,USA/CA-CDC-QDX47870330/2023|OQ704753.1|2023-03-08
avg_clade-2x1.0	cluster_368863	2	USA/CO-CDPHE-2103806463/2023|OQ758442.1|2023-03-11,Switzerland/GE-HUG-40821859/2023|OX455748.1|2023-03-06
avg_clade-2x1.0	singleton_244813	1	England/PHEP-YYG1YNT/2023|2023-03-29
avg_clade-2x1.0	cluster_342249	5	USA/IL-CDC-QDX48685644/2023|OQ827700.1|2023-04-03,USA/IL-RIPHL_61999_G/2023|OQ787664.1|2023-03-09,USA/MD-CDC-QDX48733671/2023|OQ828017.1|2023-04-04,USA/NY-CDC-QDX48464200/2023|OQ825430.1|2023-03-28,USA/NY-CDC-QDX48193108/2023|OQ782253.1|2023-03-19
avg_clade-2x1.0	cluster_396385	1	USA/NJ-CDC-LC1026137/2023|OQ661570.1|2023-03-12
avg_clade-2x1.0	cluster_390077	2	USA/CA-CDC-QDX48043710/2023|OQ713206.1|2023-03-16,USA/CA-CDC-LC1026916/2023|OQ661254.1|2023-03-08
avg_clade-2x1.0	cluster_302818	13	England/BRBR-3271585B/2023|2023-03-28,England/BRBR-3271201A/2023|OX462528.1|2023-03-24,England/BRBR-32710683/2023|OX461795.1|2023-03-23,England/BRBR-3270F9BB/2023|OX462454.1|2023-03-22,England/QEUH-326F9654/2023|OX454366.1|2023-03-03,England/BRBR-3271201A/2023|2023-03-24,England/BRBR-32710683/2023|2023-03-23,England/BRBR-3270F9BB/2023|2023-03-22,England/PHEP-YYGPZHO/2023|2023-03-05,Scotland/SCOT-28709/2023|OX463262.1|2023-03-25,Scotland/SCOT-28709/2023|2023-03-25,England/PHEP-YYG1EPU/2023|2023-03-29,England/PHEC-YYEOFUM/2023|2023-03-22
avg_clade-2x1.0	cluster_397943	1	USA/IL-RIPHL_32095_G/2023|OQ787608.1|2023-03-02
avg_clade-2x1.0	cluster_371720	3	USA/CA-CDC-QDX48094917/2023|OQ713384.1|2023-03-17,USA/KY-CDC-VSX-A064457/2023|OQ651676.1|2023-03-06,USA/CA-CDC-QDX48636979/2023|OQ825319.1|2023-03-28
avg_clade-2x1.0	cluster_342359	10	Switzerland/BE-IFIK-230411_os_02/2023|OX463743.1|2023-03-20,Switzerland/VD-CHUV-GEN16511/2023|OX464026.1|2023-04-05,Switzerland/ZH-UZH-IMV-3ba69631/2023|OX459805.1|2023-03-17,Switzerland/ZH-UZH-IMV-4737e556/2023|OX459891.1|2023-03-22,Switzerland/ZH-UZH-IMV-4741e9d8/2023|OX463542.1|2023-04-05,Switzerland/ZH-UZH-IMV-3ba6986a/2023|OX463681.1|2023-03-28,Switzerland/ZH-UZH-IMV-473fabee/2023|OX463710.1|2023-04-03,Switzerland/ZH-UZH-IMV-473ec7f9/2023|OX463567.1|2023-03-31,Switzerland/BS-UHB-USB_2023_03_27_5e4bff04/2023|OX460554.1|2023-03-17,Switzerland/ZH-UZH-IMV-3ba696bd/2023|OX459896.1|2023-03-20
avg_clade-2x1.0	cluster_347285	1	USA/FL-CDC-QDX48316572/2023|OQ783079.1|2023-03-24
avg_clade-2x1.0	cluster_395518	1	USA/NJ-CDC-LC1026357/2023|OQ661376.1|2023-03-09
avg_clade-2x1.0	singleton_257197	1	England/PHEC-YYEORJB/2023|2023-03-21
avg_clade-2x1.0	cluster_379750	5	England/PHEC-YYEU8YK/2023|2023-04-12,England/PHEC-YYEWRKZ/2023|2023-04-12,England/PHEC-YYEU1S1/2023|2023-03-29,England/PHEC-YYEWP78/2023|2023-04-14,England/PHEC-YYEUD9X/2023|2023-04-06
avg_clade-2x1.0	cluster_361683	1	USA/CO-CDPHE-2103808914/2023|OQ758367.1|2023-03-14
avg_clade-2x1.0	cluster_373514	5	England/PHEP-YYGXKDC/2023|2023-03-05,England/DHSC-CYGFYCC/2023|2023-03-06,England/PHEP-YYGOS7E/2023|2023-03-16,England/PLYM-32703119/2023|OX455959.1|2023-03-09,England/PLYM-32703182/2023|OX455828.1|2023-03-09
avg_clade-2x1.0	cluster_364159	2	CHN/SH-HG20230403-164/2023|C_AA009130.1|2023-04-02,USA/NJ-CDC-LC1030504/2023|OQ712567.1|2023-03-20
avg_clade-2x1.0	cluster_341956	3	PAK/1643-S5/2023|OQ804535.1|2023-03-13,England/PHEC-YYEUPXG/2023|2023-04-07,England/PHEC-YYE1KQP/2023|2023-04-02
avg_clade-2x1.0	cluster_349950	2	USA/MD-DHSS-B1261672/2023|OQ817008.1|2023-03-27,USA/PA-CDC-QDX47594343/2023|OQ655594.1|2023-03-05
avg_clade-2x1.0	singleton_273965	1	Scotland/SCOT-29089/2023|2023-03-30
avg_clade-2x1.0	cluster_398867	1	England/PHEP-YYGXJ5H/2023|2023-03-07
avg_clade-2x1.0	cluster_350569	1	USA/KS-CDC-LC1029390/2023|OQ699374.1|2023-03-10
avg_clade-2x1.0	cluster_387848	1	USA/TX-CDC-QDX47595303/2023|OQ655953.1|2023-03-06
avg_clade-2x1.0	cluster_316528	2	England/PHEC-YYE1W3C/2023|2023-03-31,England/PHEC-YYEQ3UH/2023|2023-03-16
avg_clade-2x1.0	cluster_361116	3	England/PHEP-YYGP3TR/2023|2023-03-01,Scotland/SCOT-28129/2023|OX462655.1|2023-03-17,Scotland/SCOT-28129/2023|2023-03-17
avg_clade-2x1.0	singleton_243331	1	England/PHEC-YYEOEUE/2023|2023-03-25
avg_clade-2x1.0	cluster_395972	4	USA/CA-CDC-QDX47870352/2023|OQ705119.1|2023-03-10,USA/WA-CDC-UW23032244165/2023|OQ833310.1|2023-03-22,USA/WA-UW-23032204837/2023|OQ737127.1|2023-03-22,USA/WA-UW-23031625124/2023|OQ704088.1|2023-03-16
avg_clade-2x1.0	cluster_351339	17	England/PHEC-YYEXQTJ/2023|2023-03-21,England/PHEC-YYEXRKN/2023|2023-03-22,England/PHEC-YYEQORR/2023|2023-03-16,England/PHEC-YYEQXOC/2023|2023-03-15,England/PHEC-YYEM7NB/2023|2023-03-12,England/PHEC-YYEXDJF/2023|2023-03-21,England/PHEC-YYEQKNQ/2023|2023-03-18,England/PHEC-YYEMH5X/2023|2023-03-12,England/PHEC-YYEQIY8/2023|2023-03-15,England/PHEP-YYG1SKM/2023|2023-04-07,England/PHEC-YYEQ4N6/2023|2023-03-19,England/PHEC-YYEP63P/2023|2023-03-15,England/BRBR-3270E2B1/2023|OX462390.1|2023-03-22,England/BRBR-3270E2B1/2023|2023-03-22,England/PHEP-YYGO967/2023|2023-03-20,England/DHSC-CYGAH1H/2023|2023-03-02,Wales/PHWC-PKPMC9/2023|2023-03-01
avg_clade-2x1.0	cluster_377173	1	CHN/HFCDC-2023-293/2023|C_AA002836.1|2023-03
avg_clade-2x1.0	cluster_398172	8	England/PHEC-YYEM78Z/2023|2023-03-14,England/PHEC-YYEMCIM/2023|2023-03-08,England/PHEC-YYEKTZR/2023|2023-03-01,England/PHEC-YYEOTXE/2023|2023-03-23,England/PHEC-YYEXKUJ/2023|2023-03-19,England/PHEC-YYEQUYJ/2023|2023-03-17,England/PHEC-YYEXMQU/2023|2023-03-18,England/PHEC-YYEKTRM/2023|2023-03-05
avg_clade-2x1.0	cluster_348768	4	USA/CA-CDC-LC1033871/2023|OQ748606.1|2023-03-29,USA/CA-CDC-QDX48094851/2023|OQ713200.1|2023-03-16,USA/WA-CDC-UW23030845471/2023|OQ674636.1|2023-03-08,USA/LA-CDC-QDX47696514/2023|OQ684082.1|2023-03-07
avg_clade-2x1.0	cluster_376738	2	CHN/TYCDC-077/2023|C_AA010700.1|2023-03-30,CHN/TYCDC-075/2023|C_AA010698.1|2023-03-28
avg_clade-2x1.0	cluster_303115	8	CHN/SH-XG2304-2225/2023|C_AA009553.1|2023-04-07,USA/WA-CDC-UW23032242702/2023|OQ833301.1|2023-03-22,USA/WA-S22920/2023|OQ738462.1|2023-03-14,USA/WA-CDC-UW23032076106/2023|OQ704484.1|2023-03-20,USA/WA-CDC-UW23031410999/2023|OQ704411.1|2023-03-14,USA/WA-CDC-UW23031414260/2023|OQ704424.1|2023-03-14,USA/WA-CDC-UW23031121990/2023|OQ674682.1|2023-03-11,England/QEUH-327043D6/2023|OX457786.1|2023-03-11
avg_clade-2x1.0	cluster_377997	1	Switzerland/GE-HUG-41074318/2023|OX464019.1|2023-03-31
