strain	date	iso_year	iso_week_nr	iso_week	S1_mutations	clade_membership	country	country_exposure	division	division_exposure	emerging_lineage	lineage	mutational_fitness	recency	region	region_exposure	author	accession	Health_region	location	originating_lab	submitting_lab	logistic_growth	Representative_sampling
Portugal/PT21056/2021	2021-11-09	2021	45	2021W45	8.00	21J (Delta)	Portugal	Portugal	Castelo Branco	Castelo Branco	21J (Delta)	AY.117	1.21	Older	Europe	Europe	INSA		CENTRO	Covilha	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21321/2021	2021-11-12	2021	45	2021W45	8.00	21J (Delta)	Portugal	Portugal	Castelo Branco	Castelo Branco	21J (Delta)	AY.117	1.21	Older	Europe	Europe	INSA		CENTRO	Castelo Branco	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21055/2021	2021-11-08	2021	45	2021W45	8.00	21J (Delta)	Portugal	Portugal	Castelo Branco	Castelo Branco	21J (Delta)	AY.117	1.21	Older	Europe	Europe	INSA		CENTRO	Castelo Branco	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21049/2021	2021-11-07	2021	44	2021W44	8.00	21J (Delta)	Portugal	Portugal	Castelo Branco	Castelo Branco	21J (Delta)	AY.117	1.21	Older	Europe	Europe	INSA		CENTRO	Castelo Branco	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22902/2021	2021-12-04	2021	48	2021W48	8.00	21J (Delta)	Portugal	Portugal	Beja	Beja	21J (Delta)	AY.78	1.18	Older	Europe	Europe	INSA, IGC		ALENTEJO	Serpa	ABC Algarve	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT20508/2021	2021-11-02	2021	44	2021W44	9.00	21J (Delta)	Portugal	Portugal	Evora	Evora	21J (Delta)	AY.102	1.23	Older	Europe	Europe	INSA		ALENTEJO	Mora	SYNLAB	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21621/2021	2021-11-15	2021	46	2021W46	8.00	21J (Delta)	Portugal	Portugal	Evora	Evora	21J (Delta)	AY.102	1.23	Older	Europe	Europe	INSA		ALENTEJO	Mora	Synlab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21618/2021	2021-11-15	2021	46	2021W46	8.00	21J (Delta)	Portugal	Portugal	Evora	Evora	21J (Delta)	AY.102	1.23	Older	Europe	Europe	INSA		ALENTEJO	Mora	Synlab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21601/2021	2021-11-15	2021	46	2021W46	9.00	21J (Delta)	Portugal	Portugal	Portalegre	Portalegre	21J (Delta)	AY.102	1.22	Older	Europe	Europe	INSA		ALENTEJO	Avis	Synlab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21604/2021	2021-11-15	2021	46	2021W46	9.00	21J (Delta)	Portugal	Portugal	Evora	Evora	21J (Delta)	AY.102	1.23	Older	Europe	Europe	INSA		ALENTEJO	Mora	Synlab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21609/2021	2021-11-15	2021	46	2021W46	8.00	21J (Delta)	Portugal	Portugal	Evora	Evora	21J (Delta)	AY.102	1.23	Older	Europe	Europe	INSA		ALENTEJO	Evora	Synlab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21608/2021	2021-11-15	2021	46	2021W46	8.00	21J (Delta)	Portugal	Portugal	Evora	Evora	21J (Delta)	AY.102	1.23	Older	Europe	Europe	INSA		ALENTEJO	Mora	Synlab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21606/2021	2021-11-15	2021	46	2021W46	8.00	21J (Delta)	Portugal	Portugal	Evora	Evora	21J (Delta)	AY.102	1.23	Older	Europe	Europe	INSA		ALENTEJO	Mora	Synlab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21600/2021	2021-11-15	2021	46	2021W46	8.00	21J (Delta)	Portugal	Portugal	Evora	Evora	21J (Delta)	AY.102	1.23	Older	Europe	Europe	INSA		ALENTEJO	Mora	Synlab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21602/2021	2021-11-15	2021	46	2021W46	8.00	21J (Delta)	Portugal	Portugal	Evora	Evora	21J (Delta)	AY.102	1.23	Older	Europe	Europe	INSA		ALENTEJO	Mora	Synlab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT20826/2021	2021-11-09	2021	45	2021W45	8.00	21J (Delta)	Portugal	Portugal	Evora	Evora	21J (Delta)	AY.102	1.23	Older	Europe	Europe	INSA		ALENTEJO	Mora	SYNLAB	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21611/2021	2021-11-15	2021	46	2021W46	8.00	21J (Delta)	Portugal	Portugal	Evora	Evora	21J (Delta)	AY.102	1.23	Older	Europe	Europe	INSA		ALENTEJO	Mora	Synlab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21620/2021	2021-11-15	2021	46	2021W46	8.00	21J (Delta)	Portugal	Portugal	Evora	Evora	21J (Delta)	AY.102	1.23	Older	Europe	Europe	INSA		ALENTEJO	Mora	Synlab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21603/2021	2021-11-15	2021	46	2021W46	8.00	21J (Delta)	Portugal	Portugal	Evora	Evora	21J (Delta)	AY.102	1.23	Older	Europe	Europe	INSA		ALENTEJO	Mora	Synlab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21614/2021	2021-11-15	2021	46	2021W46	8.00	21J (Delta)	Portugal	Portugal	Evora	Evora	21J (Delta)	B.1.617.2	1.23	Older	Europe	Europe	INSA		ALENTEJO	Mora	Synlab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21619/2021	2021-11-15	2021	46	2021W46	8.00	21J (Delta)	Portugal	Portugal	Evora	Evora	21J (Delta)	B.1.617.2	1.23	Older	Europe	Europe	INSA		ALENTEJO	Mora	Synlab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21612/2021	2021-11-15	2021	46	2021W46	8.00	21J (Delta)	Portugal	Portugal	Santarem	Santarem	21J (Delta)	AY.102	1.23	Older	Europe	Europe	INSA		LX V TEJO	Santarem	Synlab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21617/2021	2021-11-15	2021	46	2021W46	8.00	21J (Delta)	Portugal	Portugal	Evora	Evora	21J (Delta)	AY.102	1.23	Older	Europe	Europe	INSA		ALENTEJO	Mora	Synlab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21616/2021	2021-11-15	2021	46	2021W46	8.00	21J (Delta)	Portugal	Portugal	Evora	Evora	21J (Delta)	AY.102	1.23	Older	Europe	Europe	INSA		ALENTEJO	Mora	Synlab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21646/2021	2021-11-16	2021	46	2021W46	8.00	21J (Delta)	Portugal	Portugal	Evora	Evora	21J (Delta)	AY.102	1.23	Older	Europe	Europe	INSA		ALENTEJO	Mora	Synlab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21610/2021	2021-11-15	2021	46	2021W46	8.00	21J (Delta)	Portugal	Portugal	Evora	Evora	21J (Delta)	AY.102	1.23	Older	Europe	Europe	INSA		ALENTEJO	Mora	Synlab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21615/2021	2021-11-15	2021	46	2021W46	8.00	21J (Delta)	Portugal	Portugal	Evora	Evora	21J (Delta)	AY.102	1.23	Older	Europe	Europe	INSA		ALENTEJO	Mora	Synlab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21607/2021	2021-11-15	2021	46	2021W46	8.00	21J (Delta)	Portugal	Portugal	Evora	Evora	21J (Delta)	AY.102	1.23	Older	Europe	Europe	INSA		ALENTEJO	Mora	Synlab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21613/2021	2021-11-15	2021	46	2021W46	8.00	21J (Delta)	Portugal	Portugal	Evora	Evora	21J (Delta)	B.1.617.2	1.23	Older	Europe	Europe	INSA		ALENTEJO	Mora	Synlab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21605/2021	2021-11-15	2021	46	2021W46	8.00	21J (Delta)	Portugal	Portugal	Evora	Evora	21J (Delta)	AY.102	1.23	Older	Europe	Europe	INSA		ALENTEJO	Mora	Synlab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT20628/2021	2021-11-01	2021	44	2021W44	9.00	21J (Delta)	Portugal	Portugal	Coimbra	Coimbra	21J (Delta)	AY.88	1.15	Older	Europe	Europe	INSA		CENTRO	Cantanhede	CHULN - H Santa Maria	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22858/2021	2021-12-04	2021	48	2021W48	8.00	21J (Delta)	Portugal	Portugal	Santarem	Santarem	21J (Delta)	AY.15	1.22	Older	Europe	Europe	INSA, IGC		LX V TEJO	Benavente	H Vila Franca Xira	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT20456/2021	2021-11-01	2021	44	2021W44	7.00	21J (Delta)	Portugal	Portugal	Porto	Porto	21J (Delta)	AY.44	1.15	Older	Europe	Europe	INSA		NORTE	Porto	CH Porto - H Sto Antonio	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22945/2021	2021-12-05	2021	48	2021W48	8.00	21J (Delta)	Portugal	Portugal	Castelo Branco	Castelo Branco	21J (Delta)	AY.44	1.15	Older	Europe	Europe	INSA, IGC		CENTRO	Castelo Branco	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22938/2021	2021-12-03	2021	48	2021W48	8.00	21J (Delta)	Portugal	Portugal	Castelo Branco	Castelo Branco	21J (Delta)	AY.44	1.15	Older	Europe	Europe	INSA, IGC		CENTRO	serta	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22603/2021	2021-11-30	2021	48	2021W48	8.00	21J (Delta)	Portugal	Portugal	Castelo Branco	Castelo Branco	21J (Delta)	AY.44	1.15	Older	Europe	Europe	INSA		CENTRO	Serta	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT24040/2021	2021-12-20	2021	51	2021W51	7.00	21J (Delta)	Portugal	Portugal	Castelo Branco	Castelo Branco	21J (Delta)	B.1.617.2	1.16	Older	Europe	Europe	INSA		CENTRO	Castelo Branco	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-20.62	Weekly
Portugal/PT23844/2021	2021-12-14	2021	50	2021W50	7.00	21J (Delta)	Portugal	Portugal	Acores	Acores	21J (Delta)	B.1.617.2	1.16	Older	Europe	Europe	INSA		ACORES-RA	Ponta Delgada	H Divino Espirito Santo - Ponta Delgada	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-20.62	Weekly
Portugal/PT24693/2021	2021-12-27	2021	52	2021W52	7.00	21J (Delta)	Portugal	Portugal	Acores	Acores	21J (Delta)	B.1.617.2	1.16	Older	Europe	Europe	INSA		ACORES-RA	Vila do Porto	H Divino Espirito Santo - Ponta Delgada	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-20.62	Weekly
Portugal/PT25146/2022	2022-01-03	2022	1	2022W01	7.00	21J (Delta)	Portugal	Portugal	Acores	Acores	21J (Delta)	B.1.617.2	1.16	Older	Europe	Europe	INSA		ACORES-RA	Angra do Heroismo	SEEBMO	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-20.62	Weekly
Portugal/PT24585/2021	2021-12-26	2021	51	2021W51	8.00	21J (Delta)	Portugal	Portugal	Braga	Braga	21J (Delta)	B.1.617.2	1.16	Older	Europe	Europe	INSA		NORTE	Vila Verde	H Braga	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-20.62	Weekly
Portugal/PT22760/2021	2021-11-29	2021	48	2021W48	7.00	21J (Delta)	Portugal	Portugal	Faro	Faro	21J (Delta)	AY.3	1.16	Older	Europe	Europe	INSA		ALGARVE	Loule	SESARAM	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT23778/2021	2021-12-13	2021	50	2021W50	8.00	21J (Delta)	Portugal	Portugal	Coimbra	Coimbra	21J (Delta)	AY.3	1.15	Older	Europe	Europe	INSA		CENTRO	Coimbra	Avelab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-20.62	Weekly
Portugal/PT21429/2021	2021-11-15	2021	46	2021W46	7.00	21J (Delta)	Portugal	Portugal	Aveiro	Aveiro	21J (Delta)	AY.23	1.17	Older	Europe	Europe	INSA		CENTRO	Aveiro	Avelab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT23915/2021	2021-12-14	2021	50	2021W50	7.00	21J (Delta)	Portugal	Portugal	Lisboa	Lisboa	21J (Delta)	AY.23	1.23	Older	Europe	Europe	INSA		LX V TEJO	Lisboa	CHULN - H Santa Maria	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-20.62	Weekly
Portugal/PT22779/2021	2021-11-26	2021	47	2021W47	8.00	21J (Delta)	Portugal	Portugal	Madeira	Madeira	21J (Delta)	AY.91	1.23	Older	Europe	Europe	INSA		MADEIRA-RA	Funchal	SESARAM	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT20674/2021	2021-11-02	2021	44	2021W44	7.00	21J (Delta)	Portugal	Portugal	Porto	Porto	21J (Delta)	AY.91	1.16	Older	Europe	Europe	INSA		NORTE	Vila Nova de Gaia	UNILABS	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21968/2021	2021-11-23	2021	47	2021W47	7.00	21J (Delta)	Portugal	Portugal	Aveiro	Aveiro	21J (Delta)	AY.91	1.16	Older	Europe	Europe	INSA		NORTE	Oliveira de Azemeis	CHEDV	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT23158/2021	2021-12-04	2021	48	2021W48	7.00	21J (Delta)	Portugal	Portugal	Aveiro	Aveiro	21J (Delta)	B.1.617.2	1.16	Older	Europe	Europe	INSA		NORTE	Sao Joao da Madeira	CHEDV	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22863/2021	2021-12-05	2021	48	2021W48	7.00	21J (Delta)	Portugal	Portugal	Lisboa	Lisboa	21J (Delta)	AY.91	1.26	Older	Europe	Europe	INSA, IGC		LX V TEJO	Vila Franca de Xira	H Vila Franca Xira	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21004/2021	2021-11-03	2021	44	2021W44	7.00	21J (Delta)	Portugal	Portugal	Acores	Acores	21J (Delta)	AY.91	1.28	Older	Europe	Europe	INSA		ACORES-RA	Praia da Vitoria	SEEBMO	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21005/2021	2021-11-03	2021	44	2021W44	7.00	21J (Delta)	Portugal	Portugal	Acores	Acores	21J (Delta)	AY.91	1.28	Older	Europe	Europe	INSA		ACORES-RA	Praia da Vitoria	SEEBMO	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT20576/2021	2021-11-02	2021	44	2021W44	7.00	21J (Delta)	Portugal	Portugal	Acores	Acores	21J (Delta)	AY.91	1.28	Older	Europe	Europe	INSA		ACORES-RA	Praia da Vitoria	SEEBMO	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22794/2021	2021-11-28	2021	47	2021W47	8.00	21J (Delta)	Portugal	Portugal	Viseu	Viseu	21J (Delta)	AY.91	1.15	Older	Europe	Europe	INSA		CENTRO	Tondela	CH Tondela Viseu	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21568/2021	2021-11-14	2021	45	2021W45	8.00	21J (Delta)	Portugal	Portugal	Guarda	Guarda	21J (Delta)	AY.91	1.15	Older	Europe	Europe	INSA		CENTRO	Guarda	ULS Guarda	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21709/2021	2021-11-15	2021	46	2021W46	8.00	21J (Delta)	Portugal	Portugal	Porto	Porto	21J (Delta)	AY.91	1.15	Older	Europe	Europe	INSA		NORTE	Paredes	UNILABS	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22046/2021	2021-11-22	2021	47	2021W47	8.00	21J (Delta)	Portugal	Portugal	Viseu	Viseu	21J (Delta)	AY.91	1.15	Older	Europe	Europe	INSA		CENTRO	Santa Comba Dao	CH Tondela Viseu	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22793/2021	2021-11-28	2021	47	2021W47	8.00	21J (Delta)	Portugal	Portugal	Viseu	Viseu	21J (Delta)	AY.91	1.15	Older	Europe	Europe	INSA		CENTRO	Tondela	CH Tondela Viseu	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT24245/2021	2021-12-20	2021	51	2021W51	8.00	21J (Delta)	Portugal	Portugal	Madeira	Madeira	21J (Delta)	AY.127	1.17	Older	Europe	Europe	INSA		MADEIRA-RA	Funchal	SESARAM	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-20.62	Weekly
Portugal/PT24270/2021	2021-12-20	2021	51	2021W51	8.00	21J (Delta)	Portugal	Portugal	Madeira	Madeira	21J (Delta)	AY.127	1.17	Older	Europe	Europe	INSA		MADEIRA-RA	Funchal	SESARAM	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-20.62	Weekly
Portugal/PT24280/2021	2021-12-20	2021	51	2021W51	8.00	21J (Delta)	Portugal	Portugal	Madeira	Madeira	21J (Delta)	AY.127	1.17	Older	Europe	Europe	INSA		MADEIRA-RA	Funchal	SESARAM	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-20.62	Weekly
Portugal/PT24247/2021	2021-12-20	2021	51	2021W51	8.00	21J (Delta)	Portugal	Portugal	Madeira	Madeira	21J (Delta)	AY.127	1.17	Older	Europe	Europe	INSA		MADEIRA-RA	Camara de Lobos	SESARAM	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-20.62	Weekly
Portugal/PT23863/2021	2021-12-14	2021	50	2021W50	8.00	21J (Delta)	Portugal	Portugal	Madeira	Madeira	21J (Delta)	AY.127	1.17	Older	Europe	Europe	INSA		MADEIRA-RA	Funchal	SESARAM	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-20.62	Weekly
Portugal/PT23881/2021	2021-12-14	2021	50	2021W50	8.00	21J (Delta)	Portugal	Portugal	Madeira	Madeira	21J (Delta)	AY.127	1.17	Older	Europe	Europe	INSA		MADEIRA-RA	Funchal	SESARAM	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-20.62	Weekly
Portugal/PT25275/2022	2022-01-03	2022	1	2022W01	8.00	21J (Delta)	Portugal	Portugal	Madeira	Madeira	21J (Delta)	AY.127	1.21	Older	Europe	Europe	INSA		MADEIRA-RA	Funchal	SESARAM	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-20.62	Weekly
Portugal/PT24773/2021	2021-12-27	2021	52	2021W52	8.00	21J (Delta)	Portugal	Portugal	Madeira	Madeira	21J (Delta)	AY.127	1.17	Older	Europe	Europe	INSA		MADEIRA-RA	Funchal	SESARAM	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-20.62	Weekly
Portugal/PT24762/2021	2021-12-27	2021	52	2021W52	8.00	21J (Delta)	Portugal	Portugal	Madeira	Madeira	21J (Delta)	AY.127	1.17	Older	Europe	Europe	INSA		MADEIRA-RA	Funchal	SESARAM	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-20.62	Weekly
Portugal/PT21017/2021	2021-11-09	2021	45	2021W45	8.00	21J (Delta)	Portugal	Portugal	Madeira	Madeira	21J (Delta)	AY.127	1.19	Older	Europe	Europe	INSA		MADEIRA-RA	Funchal	SESARAM	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT20633/2021	2021-11-01	2021	44	2021W44	8.00	21J (Delta)	Portugal	Portugal	Aveiro	Aveiro	21J (Delta)	AY.127	1.19	Older	Europe	Europe	INSA		NORTE	Santa Maria da Feira	UNILABS	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT23313/2021	2021-12-06	2021	49	2021W49	9.00	21J (Delta)	Portugal	Portugal	Acores	Acores	21J (Delta)	AY.127	1.18	Older	Europe	Europe	INSA		ACORES-RA	Lagoa - I S Miguel	H Divino Espirito Santo - Ponta Delgada	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT25235/2022	2022-01-03	2022	1	2022W01	9.00	21J (Delta)	Portugal	Portugal	Faro	Faro	21J (Delta)	AY.127	1.18	Older	Europe	Europe	INSA		ALGARVE	Tavira	ARS Algarve - Laboratorio Laura Ayres	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-20.62	Weekly
Portugal/PT24851/2022	2022-01-03	2022	1	2022W01	9.00	21J (Delta)	Portugal	Portugal	Lisboa	Lisboa	21J (Delta)	AY.127	1.26	Older	Europe	Europe	INSA		LX V TEJO	Amadora	ABC Algarve	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-20.62	Weekly
Portugal/PT23917/2021	2021-12-14	2021	50	2021W50	8.00	21J (Delta)	Portugal	Portugal	Lisboa	Lisboa	21J (Delta)	AY.127	1.22	Older	Europe	Europe	INSA		LX V TEJO	Lisboa	CHULN - H Santa Maria	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-20.62	Weekly
Portugal/PT24566/2021	2021-12-27	2021	52	2021W52	8.00	21J (Delta)	Portugal	Portugal	Castelo Branco	Castelo Branco	21J (Delta)	AY.127	1.23	Older	Europe	Europe	INSA		CENTRO	Castelo Branco	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-20.62	Weekly
Portugal/PT23970/2021	2021-12-19	2021	50	2021W50	8.00	21J (Delta)	Portugal	Portugal	Lisboa	Lisboa	21J (Delta)	AY.127	1.23	Older	Europe	Europe	INSA		LX V TEJO	Vila Franca de Xira	H Vila Franca Xira	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-20.62	Weekly
Portugal/PT24652/2021	2021-12-28	2021	52	2021W52	8.00	21J (Delta)	Portugal	Portugal	Coimbra	Coimbra	21J (Delta)	AY.127	1.23	Older	Europe	Europe	INSA		CENTRO	Tabua	Labeto - CAB - Leiria	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-20.62	Weekly
Portugal/PT23099/2021	2021-12-05	2021	48	2021W48	8.00	21J (Delta)	Portugal	Portugal	Braga	Braga	21J (Delta)	AY.127	1.19	Older	Europe	Europe	INSA, IBiMED - U Aveiro		NORTE	Guimaraes	H Guimaraes	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21583/2021	2021-11-14	2021	45	2021W45	8.00	21J (Delta)	Portugal	Portugal	Setubal	Setubal	21J (Delta)	AY.127	1.19	Older	Europe	Europe	INSA		LX V TEJO	Setubal	CHULN - H Santa Maria	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22524/2021	2021-11-28	2021	47	2021W47	9.00	21J (Delta)	Portugal	Portugal	Lisboa	Lisboa	21J (Delta)	AY.127	1.19	Older	Europe	Europe	INSA		LX V TEJO	Lisboa	UNILABS	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22737/2021	2021-11-30	2021	48	2021W48	9.00	21J (Delta)	Portugal	Portugal	Acores	Acores	21J (Delta)	AY.127	1.19	Older	Europe	Europe	INSA		ACORES-RA	Lagoa - I S Miguel	H Divino Espirito Santo - Ponta Delgada	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22732/2021	2021-11-29	2021	48	2021W48	9.00	21J (Delta)	Portugal	Portugal	Acores	Acores	21J (Delta)	AY.127	1.19	Older	Europe	Europe	INSA		ACORES-RA	Lagoa - I S Miguel	H Divino Espirito Santo - Ponta Delgada	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21633/2021	2021-11-15	2021	46	2021W46	9.00	21J (Delta)	Portugal	Portugal	Evora	Evora	21J (Delta)	AY.127	1.30	Older	Europe	Europe	INSA		ALENTEJO	Evora	Synlab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21637/2021	2021-11-15	2021	46	2021W46	9.00	21J (Delta)	Portugal	Portugal	Evora	Evora	21J (Delta)	AY.127	1.26	Older	Europe	Europe	INSA		ALENTEJO	Evora	Synlab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21592/2021	2021-11-15	2021	46	2021W46	9.00	21J (Delta)	Portugal	Portugal	Evora	Evora	21J (Delta)	AY.127	1.26	Older	Europe	Europe	INSA		ALENTEJO	Evora	Synlab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21626/2021	2021-11-15	2021	46	2021W46	9.00	21J (Delta)	Portugal	Portugal	Evora	Evora	21J (Delta)	AY.127	1.26	Older	Europe	Europe	INSA		ALENTEJO	Portel	Synlab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21594/2021	2021-11-15	2021	46	2021W46	9.00	21J (Delta)	Portugal	Portugal	Evora	Evora	21J (Delta)	AY.127	1.26	Older	Europe	Europe	INSA		ALENTEJO	Redondo	Synlab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21635/2021	2021-11-15	2021	46	2021W46	9.00	21J (Delta)	Portugal	Portugal	Evora	Evora	21J (Delta)	AY.127	1.26	Older	Europe	Europe	INSA		ALENTEJO	Evora	Synlab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
